reward: 0.2636, epoch: 0, params: 2476883, epoch_time: 54.3999, genotype: [[6, [0, 0, 3, 1], [1, 0, 8, 0], [6, 2, 7, 0]], [[3, 0], [3, 1], [2, 1]]]
reward: 0.2605, epoch: 136, params: 2058323, epoch_time: 60.3641, genotype: [[0, [0, 0, 8, 10], [1, 0, 2, 0], [2, 5, 0, 3]], [[0, 1], [0, 2], [3, 0]]]
reward: 0.2391, epoch: 137, params: 2638547, epoch_time: 46.9574, genotype: [[5, [0, 0, 0, 10], [3, 2, 5, 5], [2, 5, 2, 3]], [[1, 1], [2, 3], [2, 2]]]
reward: 0.2416, epoch: 138, params: 2374099, epoch_time: 112.2945, genotype: [[4, [0, 0, 6, 9], [3, 3, 9, 1], [2, 0, 0, 9]], [[0, 1], [0, 4], [0, 4]]]
reward: 0.1942, epoch: 139, params: 2620755, epoch_time: 46.9219, genotype: [[5, [0, 0, 6, 4], [0, 2, 4, 5], [2, 0, 2, 10]], [[2, 2], [4, 2], [5, 5]]]
reward: 0.2467, epoch: 140, params: 2282323, epoch_time: 274.4122, genotype: [[3, [0, 0, 4, 8], [3, 2, 4, 4], [2, 2, 5, 8]], [[0, 0], [4, 0], [0, 1]]]
reward: 0.2109, epoch: 141, params: 2250835, epoch_time: 101.2942, genotype: [[9, [0, 0, 3, 8], [2, 1, 4, 0], [3, 2, 5, 7]], [[3, 0], [4, 3], [4, 2]]]
reward: 0.2352, epoch: 142, params: 2161107, epoch_time: 44.0863, genotype: [[8, [0, 0, 7, 9], [0, 3, 9, 1], [6, 0, 10, 9]], [[2, 3], [4, 4], [5, 2]]]
reward: 0.2239, epoch: 143, params: 2279635, epoch_time: 64.4100, genotype: [[3, [0, 0, 0, 8], [0, 1, 0, 7], [2, 3, 5, 2]], [[3, 0], [2, 4], [4, 3]]]
reward: 0.2842, epoch: 144, params: 2022739, epoch_time: 49.1680, genotype: [[9, [0, 0, 2, 7], [0, 1, 4, 10], [3, 1, 0, 8]], [[3, 1], [4, 4], [2, 2]]]
reward: 0.2346, epoch: 145, params: 2619347, epoch_time: 54.0635, genotype: [[5, [0, 0, 8, 9], [2, 3, 10, 5], [5, 0, 5, 3]], [[3, 1], [1, 0], [3, 1]]]
reward: 0.3023, epoch: 146, params: 2409043, epoch_time: 81.0528, genotype: [[6, [0, 0, 8, 1], [3, 2, 0, 4], [3, 1, 10, 10]], [[3, 1], [3, 0], [4, 0]]]
reward: 0.2749, epoch: 147, params: 2842707, epoch_time: 47.1854, genotype: [[5, [0, 0, 5, 0], [1, 0, 6, 2], [4, 0, 0, 5]], [[2, 3], [1, 3], [4, 5]]]
reward: 0.2714, epoch: 148, params: 2028883, epoch_time: 63.7181, genotype: [[9, [0, 0, 4, 0], [2, 3, 10, 2], [2, 5, 3, 3]], [[2, 2], [1, 4], [0, 4]]]
reward: 0.3162, epoch: 149, params: 2634451, epoch_time: 57.8119, genotype: [[0, [0, 0, 2, 8], [2, 1, 10, 6], [3, 1, 6, 6]], [[1, 0], [3, 1], [4, 2]]]
reward: 0.1886, epoch: 150, params: 2424787, epoch_time: 67.1654, genotype: [[6, [0, 0, 4, 6], [0, 2, 0, 10], [0, 0, 0, 0]], [[2, 1], [4, 1], [0, 1]]]
reward: 0.2540, epoch: 151, params: 2194643, epoch_time: 48.3972, genotype: [[7, [0, 0, 9, 9], [0, 1, 1, 3], [6, 2, 10, 0]], [[3, 3], [3, 0], [3, 3]]]
reward: 0.2705, epoch: 152, params: 1998035, epoch_time: 49.8071, genotype: [[0, [0, 0, 9, 9], [2, 3, 8, 0], [2, 1, 2, 10]], [[1, 3], [0, 1], [3, 1]]]
reward: 0.2530, epoch: 153, params: 2632403, epoch_time: 50.6382, genotype: [[0, [0, 0, 5, 10], [3, 0, 7, 1], [6, 4, 6, 7]], [[2, 3], [0, 3], [3, 3]]]
reward: 0.2664, epoch: 154, params: 2450899, epoch_time: 68.0983, genotype: [[7, [0, 0, 8, 6], [2, 0, 10, 8], [3, 0, 5, 2]], [[3, 0], [0, 1], [0, 5]]]
reward: 0.2592, epoch: 155, params: 2654291, epoch_time: 49.4128, genotype: [[6, [0, 0, 7, 4], [2, 1, 0, 1], [4, 3, 6, 0]], [[2, 1], [3, 3], [1, 2]]]
reward: 0.2702, epoch: 156, params: 2067923, epoch_time: 66.1070, genotype: [[4, [0, 0, 3, 9], [0, 1, 0, 3], [3, 2, 7, 8]], [[2, 3], [3, 0], [3, 1]]]
reward: 0.2178, epoch: 157, params: 2374099, epoch_time: 66.3451, genotype: [[5, [0, 0, 10, 4], [2, 2, 5, 0], [4, 0, 9, 9]], [[0, 1], [1, 2], [5, 5]]]
reward: 0.1877, epoch: 158, params: 2406995, epoch_time: 97.8965, genotype: [[5, [0, 0, 0, 6], [0, 2, 9, 10], [0, 2, 4, 2]], [[0, 0], [2, 1], [0, 0]]]
reward: 0.1951, epoch: 159, params: 1939795, epoch_time: 50.8178, genotype: [[9, [0, 0, 0, 10], [3, 3, 9, 8], [4, 0, 9, 10]], [[1, 0], [0, 2], [2, 5]]]
reward: 0.2594, epoch: 160, params: 2235091, epoch_time: 61.5567, genotype: [[0, [0, 0, 2, 10], [2, 3, 5, 7], [5, 0, 0, 0]], [[3, 0], [0, 0], [4, 2]]]
reward: 0.2360, epoch: 161, params: 2191187, epoch_time: 48.2338, genotype: [[10, [0, 0, 8, 9], [0, 2, 0, 0], [2, 3, 9, 5]], [[3, 3], [3, 3], [0, 3]]]
reward: 0.2149, epoch: 162, params: 2260435, epoch_time: 69.5375, genotype: [[0, [0, 0, 2, 4], [0, 1, 0, 1], [3, 1, 2, 0]], [[3, 1], [1, 1], [0, 4]]]
reward: 0.2072, epoch: 163, params: 2626899, epoch_time: 124.8882, genotype: [[1, [0, 0, 0, 10], [1, 3, 6, 4], [4, 5, 8, 5]], [[2, 0], [4, 4], [5, 0]]]
reward: 0.2871, epoch: 164, params: 2213843, epoch_time: 65.5994, genotype: [[2, [0, 0, 10, 9], [3, 0, 0, 2], [3, 4, 1, 4]], [[2, 3], [1, 1], [1, 0]]]
reward: 0.2831, epoch: 165, params: 2050771, epoch_time: 49.2124, genotype: [[0, [0, 0, 8, 0], [2, 2, 0, 8], [4, 1, 0, 9]], [[2, 2], [4, 0], [4, 2]]]
reward: 0.2780, epoch: 166, params: 2640595, epoch_time: 120.4875, genotype: [[5, [0, 0, 5, 8], [3, 2, 4, 10], [0, 3, 5, 8]], [[3, 0], [4, 2], [4, 0]]]
reward: 0.2611, epoch: 167, params: 2642003, epoch_time: 59.8720, genotype: [[2, [0, 0, 5, 2], [0, 1, 9, 3], [3, 0, 6, 1]], [[3, 0], [2, 1], [0, 2]]]
reward: 0.2763, epoch: 168, params: 2229587, epoch_time: 46.8110, genotype: [[7, [0, 0, 8, 5], [3, 1, 0, 9], [4, 0, 3, 10]], [[3, 3], [2, 2], [1, 1]]]
reward: 0.2370, epoch: 169, params: 1999443, epoch_time: 95.9495, genotype: [[8, [0, 0, 7, 4], [2, 2, 10, 10], [2, 4, 8, 9]], [[2, 0], [4, 1], [1, 5]]]
reward: 0.3709, epoch: 170, params: 1990483, epoch_time: 89.6154, genotype: [[4, [0, 0, 0, 8], [2, 0, 9, 0], [5, 3, 10, 9]], [[3, 0], [3, 4], [3, 4]]]
reward: 0.2221, epoch: 171, params: 2862547, epoch_time: 65.4693, genotype: [[4, [0, 0, 8, 1], [2, 3, 3, 1], [4, 1, 5, 5]], [[2, 3], [4, 3], [0, 2]]]
reward: 0.2776, epoch: 172, params: 2470099, epoch_time: 53.5094, genotype: [[8, [0, 0, 1, 6], [3, 2, 0, 2], [0, 0, 2, 7]], [[3, 3], [3, 1], [4, 0]]]
reward: 0.3423, epoch: 173, params: 2412499, epoch_time: 62.0176, genotype: [[5, [0, 0, 5, 2], [1, 1, 8, 9], [3, 6, 4, 10]], [[3, 3], [4, 0], [3, 2]]]
reward: 0.2405, epoch: 174, params: 2601555, epoch_time: 64.3364, genotype: [[1, [0, 0, 5, 5], [3, 1, 0, 10], [2, 1, 10, 8]], [[3, 0], [1, 4], [5, 0]]]
reward: 0.2692, epoch: 175, params: 2412499, epoch_time: 52.9006, genotype: [[8, [0, 0, 10, 0], [3, 3, 10, 2], [3, 5, 6, 1]], [[3, 1], [4, 1], [0, 2]]]
reward: 0.1499, epoch: 176, params: 2418643, epoch_time: 48.3031, genotype: [[6, [0, 0, 10, 3], [1, 1, 10, 8], [3, 0, 0, 6]], [[1, 1], [1, 4], [3, 4]]]
reward: 0.2565, epoch: 177, params: 2457683, epoch_time: 83.5274, genotype: [[7, [0, 0, 1, 4], [1, 3, 5, 0], [3, 0, 0, 0]], [[2, 1], [0, 1], [3, 0]]]
reward: 0.2705, epoch: 178, params: 2208339, epoch_time: 206.6614, genotype: [[4, [0, 0, 10, 5], [2, 2, 4, 4], [3, 0, 3, 9]], [[2, 0], [4, 1], [1, 5]]]
reward: 0.3026, epoch: 179, params: 2424787, epoch_time: 61.3784, genotype: [[0, [0, 0, 4, 5], [0, 2, 6, 10], [4, 0, 0, 0]], [[2, 3], [0, 4], [3, 3]]]
reward: 0.2260, epoch: 180, params: 2102867, epoch_time: 61.0035, genotype: [[0, [0, 0, 8, 2], [3, 1, 8, 0], [3, 2, 8, 8]], [[2, 0], [0, 2], [1, 2]]]
reward: 0.2413, epoch: 181, params: 2574163, epoch_time: 45.0940, genotype: [[5, [0, 0, 5, 5], [1, 0, 9, 9], [0, 0, 9, 7]], [[3, 3], [3, 3], [5, 2]]]
reward: 0.3046, epoch: 182, params: 2437843, epoch_time: 55.6390, genotype: [[1, [0, 0, 7, 0], [1, 2, 9, 8], [4, 5, 6, 0]], [[2, 0], [3, 2], [4, 3]]]
reward: 0.2102, epoch: 183, params: 2402899, epoch_time: 53.1219, genotype: [[5, [0, 0, 9, 4], [3, 1, 10, 1], [5, 0, 7, 0]], [[3, 1], [4, 4], [4, 1]]]
reward: 0.2529, epoch: 184, params: 2185043, epoch_time: 50.1844, genotype: [[10, [0, 0, 0, 7], [0, 2, 10, 10], [6, 2, 0, 1]], [[1, 2], [2, 1], [0, 2]]]
reward: 0.2867, epoch: 185, params: 2247379, epoch_time: 58.3723, genotype: [[5, [0, 0, 0, 8], [1, 1, 9, 0], [2, 1, 0, 8]], [[0, 1], [3, 3], [4, 4]]]
reward: 0.2494, epoch: 186, params: 2244691, epoch_time: 101.7953, genotype: [[9, [0, 0, 7, 2], [1, 3, 8, 0], [5, 4, 4, 5]], [[1, 0], [4, 1], [4, 2]]]
reward: 0.2929, epoch: 187, params: 2472787, epoch_time: 48.6975, genotype: [[8, [0, 0, 5, 8], [2, 3, 4, 7], [4, 1, 1, 0]], [[2, 2], [4, 3], [3, 1]]]
reward: 0.3704, epoch: 188, params: 2456403, epoch_time: 65.5283, genotype: [[2, [0, 0, 6, 7], [2, 0, 0, 2], [6, 6, 6, 0]], [[0, 2], [0, 1], [5, 4]]]
reward: 0.3610, epoch: 189, params: 2090579, epoch_time: 64.2273, genotype: [[7, [0, 0, 2, 3], [2, 0, 2, 0], [6, 0, 8, 4]], [[3, 3], [3, 3], [2, 0]]]
reward: 0.2997, epoch: 190, params: 2383059, epoch_time: 62.6979, genotype: [[5, [0, 0, 9, 7], [0, 0, 6, 10], [1, 1, 9, 8]], [[2, 0], [4, 0], [4, 5]]]
reward: 0.2615, epoch: 191, params: 2211795, epoch_time: 48.6508, genotype: [[9, [0, 0, 0, 0], [2, 3, 5, 2], [5, 0, 10, 8]], [[2, 3], [4, 4], [0, 5]]]
reward: 0.2781, epoch: 192, params: 2212435, epoch_time: 55.6074, genotype: [[0, [0, 0, 10, 9], [2, 3, 5, 0], [1, 5, 8, 0]], [[2, 3], [2, 0], [5, 0]]]
reward: 0.2481, epoch: 193, params: 2399443, epoch_time: 57.3809, genotype: [[0, [0, 0, 1, 9], [3, 1, 0, 0], [1, 4, 1, 10]], [[3, 0], [0, 3], [4, 1]]]
reward: 0.2252, epoch: 194, params: 2248787, epoch_time: 65.8918, genotype: [[4, [0, 0, 6, 0], [2, 1, 7, 7], [3, 2, 9, 8]], [[2, 3], [1, 0], [2, 2]]]
reward: 0.2923, epoch: 195, params: 2241235, epoch_time: 56.3603, genotype: [[0, [0, 0, 7, 6], [2, 2, 10, 0], [0, 0, 0, 8]], [[0, 1], [3, 4], [1, 1]]]
reward: 0.2416, epoch: 196, params: 2050131, epoch_time: 47.4499, genotype: [[0, [0, 0, 10, 0], [1, 3, 8, 8], [3, 1, 0, 2]], [[3, 3], [2, 4], [4, 5]]]
reward: 0.2706, epoch: 197, params: 2473427, epoch_time: 61.0100, genotype: [[3, [0, 0, 5, 8], [2, 0, 5, 0], [3, 5, 0, 0]], [[2, 2], [3, 0], [0, 1]]]
reward: 0.2431, epoch: 198, params: 2263891, epoch_time: 79.6503, genotype: [[4, [0, 0, 6, 0], [1, 1, 7, 2], [4, 0, 0, 7]], [[3, 3], [0, 2], [4, 0]]]
reward: 0.1973, epoch: 199, params: 2657747, epoch_time: 67.7059, genotype: [[1, [0, 0, 4, 7], [2, 3, 5, 7], [2, 2, 0, 5]], [[2, 3], [2, 1], [3, 0]]]
reward: 0.2839, epoch: 200, params: 2439891, epoch_time: 60.1336, genotype: [[5, [0, 0, 8, 8], [0, 2, 0, 0], [2, 0, 1, 9]], [[0, 0], [2, 3], [4, 5]]]
reward: 0.2428, epoch: 201, params: 2646739, epoch_time: 59.3143, genotype: [[6, [0, 0, 0, 5], [2, 0, 0, 0], [3, 0, 6, 0]], [[0, 3], [4, 4], [2, 3]]]
reward: 0.2669, epoch: 202, params: 2441939, epoch_time: 63.6254, genotype: [[0, [0, 0, 7, 8], [3, 0, 10, 5], [1, 0, 5, 0]], [[3, 0], [0, 3], [3, 0]]]
reward: 0.2340, epoch: 203, params: 2044627, epoch_time: 74.4201, genotype: [[0, [0, 0, 8, 7], [2, 1, 4, 4], [6, 6, 9, 0]], [[2, 2], [0, 3], [4, 3]]]
reward: 0.1861, epoch: 204, params: 1954899, epoch_time: 45.7572, genotype: [[10, [0, 0, 0, 0], [1, 3, 10, 9], [1, 1, 7, 9]], [[1, 3], [4, 3], [1, 5]]]
reward: 0.2384, epoch: 205, params: 2044627, epoch_time: 48.3858, genotype: [[0, [0, 0, 2, 9], [3, 0, 4, 8], [2, 0, 0, 0]], [[2, 3], [3, 2], [5, 1]]]
reward: 0.3083, epoch: 206, params: 2605651, epoch_time: 48.1438, genotype: [[5, [0, 0, 10, 8], [2, 1, 6, 9], [0, 4, 0, 6]], [[2, 1], [4, 1], [1, 1]]]
reward: 0.3396, epoch: 207, params: 2244691, epoch_time: 53.8204, genotype: [[5, [0, 0, 8, 0], [1, 1, 4, 9], [3, 3, 2, 2]], [[2, 1], [3, 1], [5, 1]]]
reward: 0.2238, epoch: 208, params: 2843347, epoch_time: 47.7947, genotype: [[0, [0, 0, 1, 1], [0, 0, 0, 6], [2, 6, 0, 6]], [[3, 3], [2, 4], [4, 3]]]
reward: 0.2624, epoch: 209, params: 2467283, epoch_time: 82.8732, genotype: [[0, [0, 0, 7, 1], [3, 2, 1, 4], [3, 0, 3, 0]], [[3, 2], [3, 0], [0, 1]]]
reward: 0.2996, epoch: 210, params: 2431699, epoch_time: 55.8667, genotype: [[10, [0, 0, 7, 5], [0, 1, 6, 7], [4, 3, 0, 0]], [[2, 0], [3, 2], [0, 5]]]
reward: 0.2822, epoch: 211, params: 2260435, epoch_time: 80.1811, genotype: [[0, [0, 0, 5, 7], [0, 2, 0, 0], [3, 1, 2, 4]], [[2, 0], [4, 3], [3, 2]]]
reward: 0.2857, epoch: 212, params: 2035027, epoch_time: 58.1564, genotype: [[9, [0, 0, 8, 8], [2, 3, 0, 0], [6, 6, 8, 10]], [[2, 1], [0, 4], [4, 0]]]
reward: 0.3124, epoch: 213, params: 3044051, epoch_time: 55.5494, genotype: [[6, [0, 0, 5, 5], [2, 2, 0, 6], [2, 3, 6, 0]], [[3, 0], [3, 1], [2, 1]]]
reward: 0.1900, epoch: 214, params: 2254291, epoch_time: 116.9863, genotype: [[7, [0, 0, 8, 5], [3, 3, 4, 8], [3, 0, 7, 9]], [[0, 0], [0, 3], [5, 1]]]
reward: 0.2556, epoch: 215, params: 2198099, epoch_time: 59.3687, genotype: [[10, [0, 0, 2, 10], [2, 3, 7, 9], [4, 3, 8, 5]], [[0, 3], [2, 0], [0, 3]]]
reward: 0.2714, epoch: 216, params: 2241235, epoch_time: 56.5955, genotype: [[7, [0, 0, 0, 0], [1, 2, 5, 3], [4, 0, 9, 0]], [[2, 0], [3, 4], [2, 1]]]
reward: 0.2161, epoch: 217, params: 2463827, epoch_time: 93.6551, genotype: [[4, [0, 0, 6, 4], [2, 2, 0, 5], [2, 3, 8, 4]], [[2, 1], [3, 2], [0, 2]]]
reward: 0.2351, epoch: 218, params: 2251475, epoch_time: 67.9789, genotype: [[8, [0, 0, 0, 4], [3, 1, 0, 6], [4, 1, 8, 10]], [[2, 1], [2, 0], [1, 2]]]
reward: 0.2353, epoch: 219, params: 2852947, epoch_time: 108.5817, genotype: [[1, [0, 0, 6, 4], [3, 3, 5, 8], [4, 2, 0, 5]], [[1, 0], [4, 3], [4, 2]]]
reward: 0.2397, epoch: 220, params: 2374099, epoch_time: 55.4266, genotype: [[4, [0, 0, 5, 9], [3, 3, 10, 10], [2, 0, 6, 4]], [[2, 1], [1, 3], [5, 1]]]
reward: 0.2863, epoch: 221, params: 2019283, epoch_time: 58.0290, genotype: [[0, [0, 0, 10, 8], [3, 0, 0, 10], [3, 4, 0, 7]], [[2, 0], [0, 2], [2, 5]]]
reward: 0.2228, epoch: 222, params: 2376915, epoch_time: 61.8951, genotype: [[10, [0, 0, 10, 5], [3, 0, 10, 7], [0, 4, 2, 5]], [[2, 0], [4, 1], [4, 5]]]
reward: 0.2147, epoch: 223, params: 2377555, epoch_time: 58.8328, genotype: [[0, [0, 0, 9, 7], [3, 2, 5, 5], [1, 1, 9, 10]], [[2, 0], [4, 1], [0, 1]]]
reward: 0.2652, epoch: 224, params: 2628307, epoch_time: 61.0098, genotype: [[6, [0, 0, 1, 5], [0, 3, 10, 2], [3, 5, 7, 0]], [[2, 0], [4, 0], [1, 2]]]
reward: 0.2728, epoch: 225, params: 2802259, epoch_time: 50.7977, genotype: [[5, [0, 0, 9, 6], [1, 0, 8, 9], [3, 0, 6, 1]], [[3, 2], [3, 4], [4, 0]]]
reward: 0.1997, epoch: 226, params: 2630995, epoch_time: 113.8289, genotype: [[0, [0, 0, 9, 4], [0, 0, 5, 6], [2, 1, 6, 3]], [[0, 1], [0, 2], [0, 4]]]
reward: 0.3561, epoch: 227, params: 2210387, epoch_time: 54.3716, genotype: [[0, [0, 0, 9, 10], [2, 1, 5, 0], [6, 5, 0, 7]], [[3, 0], [1, 1], [1, 0]]]
reward: 0.2844, epoch: 228, params: 2852947, epoch_time: 48.9275, genotype: [[1, [0, 0, 5, 5], [1, 0, 0, 5], [0, 1, 8, 0]], [[3, 2], [4, 1], [1, 1]]]
reward: 0.3114, epoch: 229, params: 1987795, epoch_time: 46.3759, genotype: [[9, [0, 0, 7, 2], [2, 1, 0, 9], [3, 3, 10, 0]], [[2, 1], [4, 1], [2, 1]]]
reward: 0.2325, epoch: 230, params: 2020691, epoch_time: 50.5538, genotype: [[0, [0, 0, 2, 9], [3, 2, 7, 0], [5, 0, 10, 2]], [[1, 1], [0, 1], [2, 2]]]
reward: 0.2604, epoch: 231, params: 2818003, epoch_time: 63.7214, genotype: [[1, [0, 0, 5, 4], [0, 1, 5, 9], [6, 1, 5, 0]], [[2, 3], [3, 4], [0, 3]]]
reward: 0.1893, epoch: 232, params: 2638547, epoch_time: 65.7686, genotype: [[8, [0, 0, 1, 10], [1, 0, 6, 1], [6, 0, 0, 7]], [[2, 0], [0, 0], [1, 0]]]
reward: 0.2745, epoch: 233, params: 2476883, epoch_time: 65.0179, genotype: [[0, [0, 0, 7, 1], [2, 3, 8, 6], [4, 1, 0, 8]], [[3, 0], [2, 0], [0, 3]]]
reward: 0.2576, epoch: 234, params: 2428883, epoch_time: 169.7810, genotype: [[0, [0, 0, 6, 6], [3, 0, 0, 4], [4, 3, 10, 4]], [[0, 0], [1, 0], [3, 0]]]
reward: 0.2305, epoch: 235, params: 2237779, epoch_time: 56.8368, genotype: [[0, [0, 0, 0, 10], [3, 1, 0, 0], [2, 2, 1, 3]], [[3, 0], [4, 4], [2, 2]]]
reward: 0.2915, epoch: 236, params: 2451539, epoch_time: 60.7546, genotype: [[8, [0, 0, 5, 8], [2, 2, 1, 9], [4, 5, 0, 2]], [[1, 0], [3, 1], [3, 0]]]
reward: 0.2772, epoch: 237, params: 2259795, epoch_time: 55.6852, genotype: [[10, [0, 0, 2, 8], [2, 2, 8, 2], [2, 0, 6, 8]], [[1, 2], [2, 4], [5, 0]]]
reward: 0.2920, epoch: 238, params: 2289875, epoch_time: 61.1148, genotype: [[8, [0, 0, 0, 8], [2, 0, 3, 7], [2, 0, 5, 0]], [[1, 0], [3, 2], [2, 0]]]
reward: 0.2917, epoch: 239, params: 2470099, epoch_time: 63.8810, genotype: [[2, [0, 0, 6, 0], [2, 1, 2, 2], [0, 0, 8, 1]], [[0, 1], [2, 1], [0, 4]]]
reward: 0.2501, epoch: 240, params: 2447443, epoch_time: 49.8321, genotype: [[9, [0, 0, 8, 6], [2, 0, 2, 1], [6, 6, 0, 8]], [[1, 3], [4, 1], [4, 1]]]
reward: 0.2039, epoch: 241, params: 2086483, epoch_time: 55.1326, genotype: [[2, [0, 0, 2, 0], [3, 2, 0, 2], [3, 3, 8, 8]], [[1, 2], [4, 3], [3, 0]]]
reward: 0.3602, epoch: 242, params: 2206291, epoch_time: 66.2341, genotype: [[2, [0, 0, 10, 4], [2, 2, 6, 9], [4, 3, 0, 0]], [[2, 1], [4, 0], [1, 3]]]
reward: 0.2711, epoch: 243, params: 2251475, epoch_time: 47.5050, genotype: [[8, [0, 0, 0, 0], [3, 1, 10, 0], [3, 3, 6, 8]], [[3, 2], [1, 1], [3, 3]]]
reward: 0.2891, epoch: 244, params: 2229587, epoch_time: 52.1604, genotype: [[8, [0, 0, 9, 3], [0, 3, 1, 10], [3, 0, 0, 2]], [[3, 1], [0, 3], [3, 3]]]
reward: 0.2767, epoch: 245, params: 2260435, epoch_time: 169.9390, genotype: [[4, [0, 0, 0, 7], [3, 0, 6, 7], [4, 1, 4, 0]], [[2, 0], [3, 0], [4, 0]]]
reward: 0.2347, epoch: 246, params: 2657107, epoch_time: 66.0600, genotype: [[7, [0, 0, 5, 1], [2, 3, 5, 0], [3, 0, 7, 7]], [[2, 0], [3, 0], [3, 5]]]
reward: 0.0758, epoch: 247, params: 2482387, epoch_time: 40.4402, genotype: [[8, [0, 0, 8, 7], [3, 1, 6, 0], [0, 0, 8, 5]], [[1, 0], [0, 4], [4, 0]]]
reward: 0.2439, epoch: 248, params: 2263891, epoch_time: 47.9972, genotype: [[8, [0, 0, 9, 8], [1, 1, 7, 6], [2, 5, 8, 7]], [[1, 1], [3, 3], [4, 3]]]
reward: 0.2467, epoch: 249, params: 2443347, epoch_time: 81.3830, genotype: [[6, [0, 0, 8, 1], [1, 0, 2, 8], [3, 4, 9, 4]], [[0, 1], [2, 3], [5, 4]]]
reward: 0.2578, epoch: 250, params: 2261843, epoch_time: 59.1120, genotype: [[2, [0, 0, 7, 8], [2, 2, 9, 7], [3, 5, 5, 8]], [[2, 0], [3, 0], [3, 1]]]
reward: 0.3019, epoch: 251, params: 2630995, epoch_time: 59.8038, genotype: [[6, [0, 0, 10, 5], [1, 3, 5, 0], [3, 1, 8, 0]], [[2, 3], [0, 1], [0, 5]]]
reward: 0.2464, epoch: 252, params: 2989267, epoch_time: 65.1989, genotype: [[1, [0, 0, 5, 5], [0, 3, 10, 6], [2, 6, 1, 10]], [[2, 0], [4, 0], [4, 2]]]
reward: 0.2698, epoch: 253, params: 2212435, epoch_time: 54.0589, genotype: [[9, [0, 0, 6, 0], [2, 0, 0, 0], [0, 1, 9, 8]], [[2, 0], [1, 3], [2, 4]]]
reward: 0.2222, epoch: 254, params: 1987795, epoch_time: 47.7874, genotype: [[0, [0, 0, 9, 0], [2, 1, 7, 10], [0, 0, 9, 2]], [[2, 3], [0, 1], [2, 4]]]
reward: 0.2664, epoch: 255, params: 2418643, epoch_time: 62.7845, genotype: [[10, [0, 0, 6, 8], [2, 0, 8, 10], [2, 4, 0, 1]], [[2, 0], [0, 4], [3, 0]]]
reward: 0.2722, epoch: 256, params: 2434387, epoch_time: 52.8375, genotype: [[6, [0, 0, 5, 0], [2, 3, 9, 0], [2, 0, 8, 0]], [[2, 1], [4, 4], [2, 0]]]
reward: 0.2858, epoch: 257, params: 2285779, epoch_time: 49.9990, genotype: [[8, [0, 0, 2, 8], [2, 1, 8, 0], [4, 1, 5, 4]], [[3, 2], [3, 4], [1, 1]]]
reward: 0.2962, epoch: 258, params: 2599507, epoch_time: 96.1773, genotype: [[4, [0, 0, 1, 2], [0, 2, 5, 10], [4, 0, 1, 9]], [[0, 0], [2, 2], [4, 4]]]
reward: 0.2159, epoch: 259, params: 2605651, epoch_time: 46.5475, genotype: [[1, [0, 0, 5, 9], [2, 3, 8, 5], [1, 4, 10, 0]], [[3, 3], [3, 4], [4, 1]]]
reward: 0.2798, epoch: 260, params: 2387155, epoch_time: 49.3900, genotype: [[5, [0, 0, 6, 9], [0, 1, 9, 2], [1, 2, 10, 3]], [[3, 3], [0, 1], [4, 3]]]
reward: 0.1743, epoch: 261, params: 2085843, epoch_time: 47.2646, genotype: [[7, [0, 0, 8, 7], [3, 3, 2, 7], [3, 0, 0, 3]], [[3, 3], [4, 4], [5, 5]]]
reward: 0.2409, epoch: 262, params: 2254931, epoch_time: 64.5535, genotype: [[1, [0, 0, 0, 10], [0, 1, 8, 2], [2, 4, 3, 4]], [[2, 3], [0, 1], [3, 2]]]
reward: 0.2490, epoch: 263, params: 2478931, epoch_time: 119.0263, genotype: [[1, [0, 0, 0, 8], [2, 0, 8, 6], [3, 1, 3, 4]], [[0, 0], [0, 3], [5, 2]]]
reward: 0.2817, epoch: 264, params: 2190547, epoch_time: 54.1866, genotype: [[10, [0, 0, 10, 8], [2, 1, 10, 7], [2, 6, 5, 0]], [[0, 1], [3, 1], [4, 2]]]
reward: 0.2496, epoch: 265, params: 2247379, epoch_time: 61.0672, genotype: [[3, [0, 0, 0, 9], [2, 0, 0, 1], [3, 3, 0, 8]], [[0, 2], [0, 3], [2, 4]]]
reward: 0.1940, epoch: 266, params: 2462547, epoch_time: 48.7425, genotype: [[7, [0, 0, 2, 5], [0, 2, 6, 0], [4, 4, 8, 0]], [[1, 3], [4, 4], [5, 2]]]
reward: 0.2774, epoch: 267, params: 2445395, epoch_time: 60.5368, genotype: [[6, [0, 0, 2, 5], [3, 1, 0, 8], [4, 0, 9, 7]], [[0, 0], [3, 0], [2, 1]]]
reward: 0.2884, epoch: 268, params: 2247379, epoch_time: 55.5837, genotype: [[0, [0, 0, 8, 0], [3, 2, 6, 0], [6, 0, 10, 8]], [[2, 3], [4, 0], [0, 4]]]
reward: 0.2337, epoch: 269, params: 2640595, epoch_time: 59.7597, genotype: [[0, [0, 0, 8, 8], [2, 2, 6, 10], [3, 5, 1, 1]], [[3, 0], [4, 3], [2, 1]]]
reward: 0.1952, epoch: 270, params: 2237779, epoch_time: 46.2966, genotype: [[0, [0, 0, 4, 5], [3, 1, 0, 9], [3, 1, 8, 0]], [[2, 2], [3, 3], [5, 2]]]
reward: 0.2453, epoch: 271, params: 2219987, epoch_time: 47.1509, genotype: [[8, [0, 0, 1, 9], [3, 3, 4, 0], [4, 3, 10, 2]], [[3, 3], [3, 2], [1, 2]]]
