reward: 0.4175, epoch: 530, params: 2476306, epoch_time: 97.6887, genotype: [[6, [0, 0, 3, 1], [1, 0, 8, 0], [6, 2, 7, 0]], [[3, 0], [3, 1], [2, 1]]]
reward: 0.4120, epoch: 666, params: 2196114, epoch_time: 45.3953, genotype: [[10, [0, 0, 3, 9], [0, 0, 8, 6], [6, 1, 9, 0]], [[3, 3], [4, 2], [1, 3]]]
reward: 0.4708, epoch: 667, params: 2595474, epoch_time: 81.4271, genotype: [[9, [0, 0, 5, 5], [1, 2, 6, 4], [3, 5, 4, 9]], [[1, 2], [0, 4], [4, 2]]]
reward: 0.5304, epoch: 668, params: 2570130, epoch_time: 46.6042, genotype: [[10, [0, 0, 6, 9], [2, 3, 1, 5], [4, 0, 0, 10]], [[2, 1], [3, 1], [2, 4]]]
reward: 0.5339, epoch: 669, params: 2447506, epoch_time: 65.9215, genotype: [[0, [0, 0, 8, 0], [3, 2, 10, 5], [3, 2, 5, 8]], [[0, 1], [0, 1], [0, 0]]]
reward: 0.4230, epoch: 670, params: 2824978, epoch_time: 67.0791, genotype: [[10, [0, 0, 0, 6], [2, 3, 5, 6], [5, 2, 5, 2]], [[0, 0], [3, 0], [0, 0]]]
reward: 0.4414, epoch: 671, params: 2246802, epoch_time: 59.0800, genotype: [[8, [0, 0, 10, 4], [3, 0, 5, 0], [2, 0, 4, 8]], [[2, 1], [1, 1], [4, 4]]]
reward: 0.4855, epoch: 672, params: 2224914, epoch_time: 54.8781, genotype: [[8, [0, 0, 5, 9], [3, 0, 0, 8], [3, 1, 10, 2]], [[0, 0], [1, 3], [5, 2]]]
reward: 0.4596, epoch: 673, params: 2618770, epoch_time: 51.6409, genotype: [[5, [0, 0, 8, 8], [0, 0, 10, 6], [5, 1, 5, 10]], [[2, 1], [2, 3], [1, 0]]]
reward: 0.4488, epoch: 674, params: 2377618, epoch_time: 50.7148, genotype: [[10, [0, 0, 0, 6], [3, 2, 10, 5], [3, 0, 9, 0]], [[2, 0], [3, 3], [1, 0]]]
reward: 0.4723, epoch: 675, params: 2630418, epoch_time: 86.6677, genotype: [[8, [0, 0, 0, 9], [0, 0, 6, 5], [3, 0, 1, 4]], [[2, 0], [2, 2], [0, 4]]]
reward: 0.3976, epoch: 676, params: 2190610, epoch_time: 63.6165, genotype: [[10, [0, 0, 8, 9], [1, 0, 1, 4], [3, 2, 0, 10]], [[1, 2], [2, 1], [3, 0]]]
reward: 0.4523, epoch: 677, params: 2428306, epoch_time: 72.5870, genotype: [[5, [0, 0, 4, 10], [0, 0, 0, 6], [4, 5, 0, 0]], [[1, 2], [2, 1], [0, 0]]]
reward: 0.4070, epoch: 678, params: 2037906, epoch_time: 51.6672, genotype: [[10, [0, 0, 8, 0], [2, 2, 7, 3], [3, 0, 9, 8]], [[1, 3], [0, 2], [1, 4]]]
reward: 0.5205, epoch: 679, params: 2237202, epoch_time: 58.3252, genotype: [[10, [0, 0, 0, 5], [3, 0, 0, 0], [5, 3, 0, 8]], [[0, 2], [1, 4], [0, 1]]]
reward: 0.3694, epoch: 680, params: 2348178, epoch_time: 87.9932, genotype: [[10, [0, 0, 5, 10], [1, 1, 10, 4], [3, 6, 10, 1]], [[2, 0], [0, 3], [4, 2]]]
reward: 0.4192, epoch: 681, params: 2011154, epoch_time: 50.8239, genotype: [[0, [0, 0, 0, 10], [0, 0, 0, 8], [2, 0, 10, 0]], [[2, 0], [3, 3], [5, 4]]]
reward: 0.4584, epoch: 682, params: 2009106, epoch_time: 49.6379, genotype: [[8, [0, 0, 3, 10], [2, 0, 10, 3], [2, 5, 9, 0]], [[3, 2], [0, 4], [1, 1]]]
reward: 0.3880, epoch: 683, params: 2256402, epoch_time: 62.0151, genotype: [[9, [0, 0, 3, 5], [1, 0, 0, 8], [2, 0, 8, 0]], [[0, 2], [4, 1], [0, 3]]]
reward: 0.4615, epoch: 684, params: 2427666, epoch_time: 61.9202, genotype: [[0, [0, 0, 5, 2], [3, 2, 0, 5], [0, 1, 10, 0]], [[0, 0], [0, 0], [3, 4]]]
reward: 0.4003, epoch: 685, params: 2241298, epoch_time: 50.4809, genotype: [[0, [0, 0, 0, 9], [2, 1, 0, 8], [3, 5, 5, 0]], [[1, 2], [3, 1], [2, 0]]]
reward: 0.4131, epoch: 686, params: 2418066, epoch_time: 60.1422, genotype: [[10, [0, 0, 0, 10], [0, 1, 5, 8], [3, 1, 8, 6]], [[3, 0], [0, 1], [3, 5]]]
reward: 0.5720, epoch: 687, params: 2205714, epoch_time: 57.1886, genotype: [[7, [0, 0, 6, 0], [0, 0, 9, 0], [3, 0, 0, 10]], [[0, 2], [0, 1], [4, 4]]]
reward: 0.4122, epoch: 688, params: 2620818, epoch_time: 58.1861, genotype: [[0, [0, 0, 9, 6], [2, 3, 0, 0], [2, 5, 5, 5]], [[2, 3], [0, 0], [5, 5]]]
reward: 0.4243, epoch: 689, params: 2603026, epoch_time: 61.2489, genotype: [[5, [0, 0, 6, 2], [2, 0, 10, 9], [3, 0, 0, 1]], [[2, 0], [1, 0], [0, 0]]]
reward: 0.4688, epoch: 690, params: 2626322, epoch_time: 62.2225, genotype: [[0, [0, 0, 10, 8], [2, 1, 5, 0], [1, 3, 6, 6]], [[0, 2], [4, 0], [2, 5]]]
reward: 0.5401, epoch: 691, params: 2246802, epoch_time: 61.6194, genotype: [[0, [0, 0, 3, 1], [0, 1, 0, 0], [1, 0, 10, 8]], [[0, 0], [1, 1], [0, 4]]]
reward: 0.3403, epoch: 692, params: 2196114, epoch_time: 55.7290, genotype: [[10, [0, 0, 10, 0], [2, 0, 8, 10], [2, 1, 1, 3]], [[0, 3], [2, 1], [4, 4]]]
reward: 0.5078, epoch: 693, params: 2634514, epoch_time: 45.6581, genotype: [[8, [0, 0, 1, 0], [2, 1, 10, 0], [6, 0, 5, 6]], [[1, 2], [3, 2], [2, 3]]]
reward: 0.4092, epoch: 694, params: 2078994, epoch_time: 58.4854, genotype: [[0, [0, 0, 8, 0], [1, 0, 8, 2], [4, 0, 0, 0]], [[2, 1], [0, 4], [0, 0]]]
reward: 0.3694, epoch: 695, params: 2411922, epoch_time: 45.6750, genotype: [[9, [0, 0, 1, 2], [3, 2, 8, 0], [5, 3, 10, 6]], [[2, 2], [4, 3], [3, 1]]]
reward: 0.5486, epoch: 696, params: 2633874, epoch_time: 57.3003, genotype: [[0, [0, 0, 9, 5], [2, 0, 2, 5], [4, 6, 3, 6]], [[1, 1], [3, 0], [0, 4]]]
reward: 0.5207, epoch: 697, params: 2402962, epoch_time: 52.5310, genotype: [[5, [0, 0, 1, 0], [2, 3, 10, 0], [3, 3, 0, 9]], [[2, 2], [0, 3], [2, 0]]]
reward: 0.4563, epoch: 698, params: 3018130, epoch_time: 50.8118, genotype: [[1, [0, 0, 5, 0], [2, 2, 5, 6], [3, 6, 5, 10]], [[3, 2], [0, 1], [2, 3]]]
reward: 0.4365, epoch: 699, params: 3018130, epoch_time: 94.7012, genotype: [[1, [0, 0, 1, 4], [1, 3, 5, 5], [3, 0, 1, 10]], [[1, 1], [0, 0], [2, 0]]]
reward: 0.4184, epoch: 700, params: 2449554, epoch_time: 48.6091, genotype: [[0, [0, 0, 5, 0], [2, 1, 1, 0], [0, 0, 0, 0]], [[3, 2], [2, 3], [5, 0]]]
reward: 0.4363, epoch: 701, params: 2259858, epoch_time: 51.9586, genotype: [[7, [0, 0, 1, 0], [2, 3, 8, 8], [0, 2, 8, 10]], [[2, 2], [0, 4], [1, 4]]]
reward: 0.4458, epoch: 702, params: 2628370, epoch_time: 58.4092, genotype: [[0, [0, 0, 2, 5], [2, 0, 6, 1], [4, 4, 0, 10]], [[0, 0], [0, 3], [1, 1]]]
reward: 0.4193, epoch: 703, params: 2206354, epoch_time: 48.0451, genotype: [[10, [0, 0, 1, 0], [0, 1, 0, 0], [4, 5, 0, 10]], [[3, 1], [0, 1], [2, 3]]]
reward: 0.4874, epoch: 704, params: 2050194, epoch_time: 113.9036, genotype: [[9, [0, 0, 0, 8], [2, 1, 8, 0], [6, 6, 4, 4]], [[3, 0], [4, 3], [1, 1]]]
reward: 0.3833, epoch: 705, params: 2028946, epoch_time: 52.8048, genotype: [[0, [0, 0, 0, 9], [1, 0, 0, 8], [3, 2, 8, 10]], [[2, 0], [0, 3], [1, 3]]]
reward: 0.2816, epoch: 706, params: 2040594, epoch_time: 48.0713, genotype: [[4, [0, 0, 4, 10], [2, 2, 0, 0], [3, 6, 0, 8]], [[3, 2], [4, 4], [2, 1]]]
reward: 0.4354, epoch: 707, params: 2821522, epoch_time: 48.1167, genotype: [[0, [0, 0, 5, 5], [2, 2, 10, 0], [6, 6, 6, 1]], [[2, 1], [2, 2], [3, 3]]]
reward: 0.4858, epoch: 708, params: 2266642, epoch_time: 49.6682, genotype: [[0, [0, 0, 0, 8], [3, 1, 0, 0], [3, 0, 6, 0]], [[2, 2], [3, 3], [2, 0]]]
reward: 0.5122, epoch: 709, params: 2444818, epoch_time: 61.2416, genotype: [[5, [0, 0, 2, 8], [0, 0, 10, 2], [4, 0, 6, 0]], [[3, 0], [0, 1], [2, 0]]]
reward: 0.4640, epoch: 710, params: 2200210, epoch_time: 72.9160, genotype: [[1, [0, 0, 3, 4], [0, 2, 10, 9], [2, 0, 10, 8]], [[1, 3], [1, 3], [0, 0]]]
reward: 0.5191, epoch: 711, params: 2830482, epoch_time: 50.7439, genotype: [[6, [0, 0, 5, 9], [3, 1, 8, 1], [3, 1, 5, 2]], [[2, 0], [2, 3], [2, 5]]]
reward: 0.2793, epoch: 712, params: 2598930, epoch_time: 67.3869, genotype: [[1, [0, 0, 9, 4], [3, 1, 6, 5], [6, 0, 2, 10]], [[2, 1], [4, 1], [4, 0]]]
reward: 0.3850, epoch: 713, params: 2235154, epoch_time: 49.9004, genotype: [[0, [0, 0, 0, 7], [0, 0, 5, 0], [3, 6, 0, 9]], [[1, 3], [0, 3], [2, 1]]]
reward: 0.5330, epoch: 714, params: 2002962, epoch_time: 58.1538, genotype: [[3, [0, 0, 9, 9], [0, 0, 2, 9], [0, 0, 0, 8]], [[1, 0], [2, 0], [5, 0]]]
reward: 0.4001, epoch: 715, params: 2427666, epoch_time: 58.4971, genotype: [[0, [0, 0, 5, 0], [1, 2, 2, 9], [0, 0, 0, 5]], [[2, 0], [0, 1], [1, 4]]]
reward: 0.4405, epoch: 716, params: 2406418, epoch_time: 48.8020, genotype: [[0, [0, 0, 5, 2], [0, 3, 10, 0], [6, 5, 6, 10]], [[2, 2], [3, 3], [2, 0]]]
reward: 0.3813, epoch: 717, params: 2225554, epoch_time: 53.6003, genotype: [[3, [0, 0, 8, 0], [2, 2, 10, 0], [2, 4, 1, 10]], [[0, 1], [3, 3], [3, 0]]]
reward: 0.4145, epoch: 718, params: 2574226, epoch_time: 51.1894, genotype: [[6, [0, 0, 5, 9], [2, 1, 6, 10], [2, 2, 0, 10]], [[2, 2], [0, 3], [3, 0]]]
reward: 0.4090, epoch: 719, params: 2404370, epoch_time: 107.6414, genotype: [[10, [0, 0, 5, 0], [0, 3, 8, 4], [3, 0, 10, 5]], [[0, 2], [4, 1], [0, 5]]]
reward: 0.3676, epoch: 720, params: 2821522, epoch_time: 67.0103, genotype: [[0, [0, 0, 5, 10], [0, 1, 4, 6], [2, 0, 5, 5]], [[2, 1], [0, 1], [2, 1]]]
reward: 0.4325, epoch: 721, params: 2183826, epoch_time: 46.9286, genotype: [[7, [0, 0, 10, 10], [3, 0, 6, 10], [4, 6, 0, 2]], [[2, 2], [0, 2], [3, 4]]]
reward: 0.3449, epoch: 722, params: 2412562, epoch_time: 45.4694, genotype: [[8, [0, 0, 1, 0], [2, 3, 0, 9], [2, 2, 1, 10]], [[2, 2], [2, 1], [3, 2]]]
reward: 0.4365, epoch: 723, params: 2211858, epoch_time: 49.9603, genotype: [[6, [0, 0, 0, 0], [2, 3, 0, 8], [3, 0, 9, 10]], [[2, 0], [1, 1], [5, 2]]]
reward: 0.4578, epoch: 724, params: 2605074, epoch_time: 64.2014, genotype: [[6, [0, 0, 8, 5], [3, 0, 10, 1], [4, 1, 10, 4]], [[3, 2], [0, 4], [1, 4]]]
reward: 0.3930, epoch: 725, params: 2215314, epoch_time: 86.4324, genotype: [[0, [0, 0, 4, 9], [2, 0, 9, 8], [3, 5, 1, 2]], [[2, 0], [1, 3], [4, 0]]]
reward: 0.4959, epoch: 726, params: 2433810, epoch_time: 50.6353, genotype: [[0, [0, 0, 8, 0], [3, 1, 1, 10], [1, 5, 5, 0]], [[0, 1], [3, 2], [5, 1]]]
reward: 0.3699, epoch: 727, params: 1995410, epoch_time: 44.1557, genotype: [[8, [0, 0, 9, 9], [3, 0, 4, 9], [6, 3, 0, 8]], [[2, 2], [3, 4], [5, 3]]]
reward: 0.4396, epoch: 728, params: 2447506, epoch_time: 58.8592, genotype: [[6, [0, 0, 0, 10], [3, 3, 3, 5], [3, 1, 8, 0]], [[2, 1], [0, 0], [0, 2]]]
reward: 0.3291, epoch: 729, params: 2441362, epoch_time: 66.1686, genotype: [[8, [0, 0, 7, 9], [0, 3, 6, 4], [3, 3, 0, 5]], [[2, 3], [1, 1], [1, 0]]]
reward: 0.4239, epoch: 730, params: 2034450, epoch_time: 48.5008, genotype: [[7, [0, 0, 9, 0], [0, 2, 0, 4], [0, 0, 0, 0]], [[1, 2], [3, 2], [4, 1]]]
reward: 0.3642, epoch: 731, params: 2418066, epoch_time: 81.7225, genotype: [[5, [0, 0, 10, 10], [2, 2, 4, 1], [1, 1, 8, 8]], [[0, 1], [1, 2], [4, 3]]]
reward: 0.4315, epoch: 732, params: 2459154, epoch_time: 51.4874, genotype: [[8, [0, 0, 0, 0], [0, 2, 0, 0], [3, 0, 1, 6]], [[2, 3], [4, 1], [4, 0]]]
reward: 0.3804, epoch: 733, params: 2050194, epoch_time: 82.2840, genotype: [[4, [0, 0, 0, 3], [2, 1, 0, 0], [3, 0, 10, 8]], [[1, 0], [3, 1], [4, 1]]]
reward: 0.4615, epoch: 734, params: 2634514, epoch_time: 55.1528, genotype: [[6, [0, 0, 0, 10], [2, 3, 6, 0], [0, 0, 5, 8]], [[0, 1], [2, 0], [2, 3]]]
reward: 0.3734, epoch: 735, params: 2246802, epoch_time: 67.0865, genotype: [[10, [0, 0, 3, 8], [1, 0, 5, 0], [1, 1, 0, 4]], [[1, 2], [4, 0], [2, 4]]]
reward: 0.4353, epoch: 736, params: 2620818, epoch_time: 59.6089, genotype: [[0, [0, 0, 9, 0], [2, 1, 0, 1], [6, 0, 6, 6]], [[2, 0], [4, 0], [2, 0]]]
reward: 0.4685, epoch: 737, params: 2063890, epoch_time: 52.7950, genotype: [[0, [0, 0, 8, 10], [0, 0, 8, 0], [3, 2, 8, 0]], [[2, 1], [3, 0], [1, 1]]]
reward: 0.3745, epoch: 738, params: 2240658, epoch_time: 84.8734, genotype: [[4, [0, 0, 2, 1], [2, 1, 0, 10], [1, 0, 0, 8]], [[2, 0], [3, 3], [4, 0]]]
reward: 0.3821, epoch: 739, params: 2381074, epoch_time: 52.3733, genotype: [[5, [0, 0, 10, 2], [0, 2, 0, 10], [6, 1, 9, 1]], [[2, 0], [3, 1], [2, 0]]]
reward: 0.5418, epoch: 740, params: 2199570, epoch_time: 57.4438, genotype: [[8, [0, 0, 9, 8], [2, 1, 10, 9], [0, 3, 5, 2]], [[2, 0], [2, 0], [4, 2]]]
reward: 0.3791, epoch: 741, params: 2422162, epoch_time: 59.0017, genotype: [[0, [0, 0, 10, 3], [2, 3, 9, 6], [3, 4, 6, 3]], [[0, 0], [0, 0], [2, 2]]]
reward: 0.5316, epoch: 742, params: 2182418, epoch_time: 58.6798, genotype: [[8, [0, 0, 9, 10], [2, 0, 10, 4], [6, 0, 5, 0]], [[3, 2], [4, 3], [5, 0]]]
reward: 0.3496, epoch: 743, params: 2151570, epoch_time: 43.5367, genotype: [[0, [0, 0, 1, 9], [0, 1, 0, 9], [6, 2, 10, 10]], [[2, 3], [1, 4], [4, 1]]]
reward: 0.5019, epoch: 744, params: 2233106, epoch_time: 61.6384, genotype: [[8, [0, 0, 0, 6], [2, 1, 0, 0], [6, 2, 10, 0]], [[0, 0], [4, 1], [5, 4]]]
reward: 0.3791, epoch: 745, params: 1964562, epoch_time: 87.6678, genotype: [[4, [0, 0, 9, 0], [2, 0, 10, 10], [2, 1, 8, 9]], [[2, 0], [0, 1], [2, 4]]]
reward: 0.4044, epoch: 746, params: 2215954, epoch_time: 56.6678, genotype: [[0, [0, 0, 0, 5], [3, 3, 8, 10], [4, 1, 0, 10]], [[2, 0], [0, 1], [2, 0]]]
reward: 0.4451, epoch: 747, params: 2433810, epoch_time: 55.6103, genotype: [[10, [0, 0, 6, 1], [2, 0, 0, 0], [4, 2, 8, 0]], [[2, 0], [4, 1], [3, 1]]]
reward: 0.3876, epoch: 748, params: 2433810, epoch_time: 60.1882, genotype: [[1, [0, 0, 3, 10], [2, 1, 0, 5], [4, 3, 0, 0]], [[0, 2], [0, 0], [2, 4]]]
reward: 0.4012, epoch: 749, params: 2048146, epoch_time: 64.7393, genotype: [[8, [0, 0, 0, 10], [1, 0, 0, 0], [1, 0, 2, 4]], [[3, 0], [2, 1], [1, 3]]]
reward: 0.5182, epoch: 750, params: 2186514, epoch_time: 54.7086, genotype: [[6, [0, 0, 10, 10], [2, 3, 3, 0], [2, 1, 10, 0]], [[0, 0], [3, 1], [4, 0]]]
reward: 0.4089, epoch: 751, params: 2439314, epoch_time: 47.0762, genotype: [[9, [0, 0, 8, 6], [3, 2, 0, 0], [1, 5, 6, 8]], [[3, 1], [2, 1], [5, 4]]]
reward: 0.4149, epoch: 752, params: 2620818, epoch_time: 58.8278, genotype: [[0, [0, 0, 0, 5], [0, 3, 5, 0], [4, 0, 5, 9]], [[2, 0], [4, 1], [1, 4]]]
reward: 0.1551, epoch: 753, params: 2231058, epoch_time: 33.0939, genotype: [[8, [0, 0, 9, 5], [3, 2, 9, 8], [6, 0, 8, 0]], [[0, 0], [4, 0], [4, 1]]]
reward: 0.3943, epoch: 754, params: 2649618, epoch_time: 113.6869, genotype: [[0, [0, 0, 2, 5], [2, 2, 5, 0], [3, 5, 4, 5]], [[0, 3], [1, 0], [4, 4]]]
reward: 0.5404, epoch: 755, params: 2418066, epoch_time: 48.9804, genotype: [[1, [0, 0, 0, 8], [1, 3, 8, 5], [2, 5, 10, 9]], [[3, 2], [4, 3], [0, 3]]]
reward: 0.4735, epoch: 756, params: 2361874, epoch_time: 49.4685, genotype: [[5, [0, 0, 8, 9], [3, 3, 10, 10], [2, 0, 10, 1]], [[2, 1], [2, 1], [0, 1]]]
reward: 0.4866, epoch: 757, params: 2215954, epoch_time: 58.3555, genotype: [[10, [0, 0, 0, 8], [2, 2, 1, 9], [0, 5, 0, 0]], [[3, 0], [0, 0], [0, 3]]]
reward: 0.2693, epoch: 758, params: 2224914, epoch_time: 85.3140, genotype: [[8, [0, 0, 10, 2], [3, 1, 4, 3], [0, 2, 1, 9]], [[0, 0], [2, 3], [4, 3]]]
reward: 0.5618, epoch: 759, params: 2165266, epoch_time: 47.3942, genotype: [[9, [0, 0, 0, 9], [2, 1, 5, 9], [4, 0, 10, 8]], [[2, 2], [2, 1], [0, 1]]]
reward: 0.3840, epoch: 760, params: 1997458, epoch_time: 59.2380, genotype: [[9, [0, 0, 2, 8], [3, 1, 0, 4], [3, 0, 9, 10]], [[2, 2], [2, 2], [2, 0]]]
reward: 0.4300, epoch: 761, params: 2433810, epoch_time: 47.6272, genotype: [[8, [0, 0, 9, 0], [0, 0, 0, 6], [3, 3, 5, 0]], [[3, 1], [1, 1], [5, 1]]]
reward: 0.5656, epoch: 762, params: 2044690, epoch_time: 87.1754, genotype: [[0, [0, 0, 0, 0], [2, 1, 10, 4], [2, 1, 8, 0]], [[0, 0], [1, 1], [0, 1]]]
reward: 0.4232, epoch: 763, params: 2224914, epoch_time: 66.1326, genotype: [[8, [0, 0, 1, 4], [0, 0, 2, 10], [5, 1, 3, 9]], [[2, 1], [0, 3], [2, 4]]]
reward: 0.5399, epoch: 764, params: 2595474, epoch_time: 53.0227, genotype: [[5, [0, 0, 0, 10], [2, 0, 0, 6], [0, 6, 6, 9]], [[2, 2], [1, 0], [5, 3]]]
reward: 0.3129, epoch: 765, params: 2275602, epoch_time: 53.5582, genotype: [[0, [0, 0, 0, 1], [3, 2, 8, 0], [0, 5, 7, 8]], [[1, 2], [4, 1], [0, 3]]]
reward: 0.4601, epoch: 766, params: 2453650, epoch_time: 57.1982, genotype: [[0, [0, 0, 0, 0], [0, 0, 6, 0], [3, 6, 0, 5]], [[0, 0], [0, 1], [3, 1]]]
reward: 0.4056, epoch: 767, params: 2019346, epoch_time: 48.1162, genotype: [[0, [0, 0, 0, 8], [0, 3, 10, 0], [3, 3, 0, 10]], [[2, 1], [2, 3], [2, 0]]]
reward: 0.3884, epoch: 768, params: 2832530, epoch_time: 53.0732, genotype: [[6, [0, 0, 10, 5], [2, 1, 6, 8], [4, 0, 8, 1]], [[2, 1], [4, 3], [5, 0]]]
reward: 0.3909, epoch: 769, params: 2634514, epoch_time: 56.9192, genotype: [[8, [0, 0, 0, 10], [2, 1, 5, 6], [5, 1, 0, 1]], [[2, 0], [2, 0], [1, 1]]]
reward: 0.4243, epoch: 770, params: 2211858, epoch_time: 52.8126, genotype: [[5, [0, 0, 10, 0], [0, 0, 10, 8], [3, 1, 0, 0]], [[3, 1], [0, 3], [4, 0]]]
reward: 0.3670, epoch: 771, params: 2170770, epoch_time: 43.6734, genotype: [[10, [0, 0, 3, 8], [0, 0, 6, 9], [6, 6, 9, 9]], [[2, 2], [1, 4], [2, 2]]]
reward: 0.4201, epoch: 772, params: 2186514, epoch_time: 53.4632, genotype: [[10, [0, 0, 10, 8], [3, 1, 0, 0], [3, 1, 9, 6]], [[0, 2], [1, 1], [0, 4]]]
reward: 0.3052, epoch: 773, params: 1933074, epoch_time: 50.2691, genotype: [[10, [0, 0, 10, 0], [2, 2, 10, 9], [4, 0, 2, 10]], [[0, 1], [4, 0], [2, 0]]]
reward: 0.4099, epoch: 774, params: 2418066, epoch_time: 45.3489, genotype: [[8, [0, 0, 10, 8], [2, 0, 10, 6], [2, 0, 5, 0]], [[2, 3], [4, 3], [1, 1]]]
reward: 0.4076, epoch: 775, params: 2620818, epoch_time: 54.5509, genotype: [[5, [0, 0, 0, 0], [0, 1, 10, 6], [3, 0, 0, 6]], [[3, 0], [3, 1], [1, 4]]]
reward: 0.4833, epoch: 776, params: 2224914, epoch_time: 85.0556, genotype: [[5, [0, 0, 3, 2], [0, 1, 9, 9], [6, 0, 8, 4]], [[3, 2], [4, 0], [0, 0]]]
reward: 0.4352, epoch: 777, params: 2408466, epoch_time: 79.1998, genotype: [[4, [0, 0, 0, 8], [0, 1, 6, 10], [3, 6, 9, 6]], [[3, 1], [3, 0], [5, 1]]]
reward: 0.4239, epoch: 778, params: 2408466, epoch_time: 50.6449, genotype: [[6, [0, 0, 9, 0], [0, 0, 0, 10], [4, 3, 8, 6]], [[3, 1], [1, 0], [1, 4]]]
reward: 0.5208, epoch: 779, params: 2250898, epoch_time: 134.2007, genotype: [[4, [0, 0, 0, 8], [2, 3, 10, 8], [3, 4, 5, 4]], [[3, 0], [3, 1], [0, 0]]]
reward: 0.3751, epoch: 780, params: 2437906, epoch_time: 85.5351, genotype: [[6, [0, 0, 0, 8], [2, 1, 9, 1], [5, 5, 4, 0]], [[2, 0], [2, 3], [0, 0]]]
reward: 0.4598, epoch: 781, params: 2270098, epoch_time: 69.8807, genotype: [[4, [0, 0, 0, 2], [0, 3, 0, 0], [2, 0, 5, 8]], [[1, 1], [0, 1], [1, 1]]]
reward: 0.3752, epoch: 782, params: 2165266, epoch_time: 54.1158, genotype: [[1, [0, 0, 9, 0], [0, 2, 9, 8], [2, 0, 10, 9]], [[2, 1], [0, 0], [0, 0]]]
reward: 0.3972, epoch: 783, params: 2240658, epoch_time: 60.3557, genotype: [[0, [0, 0, 0, 10], [1, 0, 2, 8], [3, 0, 0, 1]], [[2, 0], [2, 0], [0, 4]]]
reward: 0.5447, epoch: 784, params: 2057746, epoch_time: 50.6865, genotype: [[7, [0, 0, 0, 0], [2, 1, 10, 0], [2, 1, 8, 3]], [[1, 2], [2, 3], [0, 1]]]
reward: 0.3918, epoch: 785, params: 2189970, epoch_time: 58.8009, genotype: [[9, [0, 0, 9, 0], [2, 1, 6, 7], [5, 6, 8, 10]], [[0, 0], [4, 4], [3, 0]]]
reward: 0.2899, epoch: 786, params: 2411922, epoch_time: 52.4712, genotype: [[4, [0, 0, 8, 7], [3, 0, 6, 10], [3, 1, 10, 1]], [[1, 1], [3, 1], [4, 1]]]
reward: 0.3769, epoch: 787, params: 2620818, epoch_time: 52.4314, genotype: [[1, [0, 0, 6, 0], [1, 2, 0, 0], [0, 4, 9, 5]], [[2, 0], [2, 3], [5, 0]]]
reward: 0.5206, epoch: 788, params: 2406418, epoch_time: 64.3248, genotype: [[9, [0, 0, 5, 2], [0, 0, 5, 4], [3, 2, 10, 0]], [[3, 0], [1, 3], [2, 1]]]
reward: 0.4807, epoch: 789, params: 1984402, epoch_time: 50.1299, genotype: [[9, [0, 0, 9, 0], [2, 3, 10, 0], [3, 6, 0, 0]], [[1, 3], [0, 0], [2, 0]]]
reward: 0.4038, epoch: 790, params: 2272146, epoch_time: 47.5084, genotype: [[8, [0, 0, 1, 8], [0, 2, 0, 0], [3, 5, 0, 4]], [[2, 3], [2, 4], [4, 3]]]
reward: 0.3983, epoch: 791, params: 2665362, epoch_time: 49.2671, genotype: [[1, [0, 0, 8, 0], [0, 1, 8, 5], [6, 1, 0, 6]], [[3, 1], [1, 1], [4, 1]]]
reward: 0.3842, epoch: 792, params: 2624274, epoch_time: 46.8863, genotype: [[0, [0, 0, 5, 2], [1, 2, 5, 6], [2, 3, 9, 0]], [[1, 3], [2, 1], [2, 4]]]
reward: 0.5269, epoch: 793, params: 2235154, epoch_time: 53.7984, genotype: [[6, [0, 0, 0, 0], [1, 0, 0, 0], [1, 5, 9, 7]], [[2, 0], [0, 3], [2, 1]]]
reward: 0.4393, epoch: 794, params: 2161170, epoch_time: 46.7992, genotype: [[10, [0, 0, 0, 8], [2, 0, 6, 10], [1, 0, 10, 9]], [[3, 2], [4, 4], [1, 0]]]
reward: 0.5263, epoch: 795, params: 2411922, epoch_time: 49.5899, genotype: [[1, [0, 0, 8, 9], [2, 0, 0, 10], [0, 0, 5, 2]], [[3, 2], [0, 1], [4, 2]]]
reward: 0.3680, epoch: 796, params: 2624914, epoch_time: 55.7294, genotype: [[0, [0, 0, 9, 0], [2, 2, 1, 0], [0, 2, 5, 1]], [[0, 0], [3, 3], [0, 2]]]
reward: 0.3972, epoch: 797, params: 2272146, epoch_time: 101.9311, genotype: [[8, [0, 0, 4, 8], [2, 0, 0, 0], [5, 1, 5, 0]], [[1, 0], [3, 4], [2, 0]]]
reward: 0.5521, epoch: 798, params: 2637970, epoch_time: 52.8798, genotype: [[6, [0, 0, 8, 2], [0, 1, 5, 5], [2, 5, 0, 9]], [[2, 2], [2, 3], [0, 0]]]
reward: 0.3793, epoch: 799, params: 2624914, epoch_time: 63.7712, genotype: [[6, [0, 0, 0, 0], [0, 0, 6, 6], [3, 2, 4, 9]], [[1, 0], [1, 3], [3, 3]]]
reward: 0.4199, epoch: 800, params: 2402962, epoch_time: 48.8060, genotype: [[5, [0, 0, 5, 0], [0, 3, 9, 0], [2, 1, 10, 0]], [[3, 3], [3, 3], [1, 0]]]
reward: 0.5115, epoch: 801, params: 2147474, epoch_time: 50.5276, genotype: [[10, [0, 0, 0, 0], [2, 3, 1, 10], [6, 5, 9, 10]], [[0, 1], [2, 1], [5, 4]]]
